"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DDURPRG","Programme duration","DPROGTYP","Programme orientation","DINSTTYP","Type of institution","DCOUNTTYP","Type of counts","DAGEGR","Age groups","DSEX","Gender","YEAR","Year","Value","Flag Codes","Flags"
"HUN","Hungary","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",114097,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",4272,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",4094,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",3762,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",3885,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",4618,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",4679,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",4854,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",4571,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",4978,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",5094,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",5574,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",5779,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",5805,,
"ISL","Iceland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",6304,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",65922,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",64936,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",53841,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",51179,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",49565,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",59534,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",61552,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",107095,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",69467,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",71984,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",76022,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",76060,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",79631,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",82153,,
"IRL","Ireland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",84679,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",625566,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",621163,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",597122,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",570030,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",587598,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",569345,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",574839,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",569690,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",578294,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",587238,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",590269,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",565942,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",579048,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",599269,,
"ITA","Italy","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",593102,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",1580988,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",1521455,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",1440801,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",1406835,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",1398242,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",1367171,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",1319313,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",1287783,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",1257081,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",1231439,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",1172879,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",1149646,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",1158258,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",1151730,,
"JPN","Japan","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",1147055,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",741739,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",753730,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",772682,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",743942,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",677913,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",596805,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",594966,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",574420,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",573104,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",574735,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",585050,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",581323,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",638397,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",653588,,
"KOR","Korea","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",641902,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",2881,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",2875,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",3198,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",3470,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",3409,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",3506,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",3537,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",3901,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",3806,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",4122,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",4151,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",4177,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",4228,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",4460,,
"LUX","Luxembourg","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",4860,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",594064,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",632549,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",662424,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",688385,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",711858,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",755137,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",799474,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",821683,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",860327,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",878127,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",910969,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",939932,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",977904,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",1011394,,
"MEX","Mexico","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",1041762,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",173265,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",172667,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",178048,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",177706,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",189297,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",177474,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",191966,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",194945,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",199039,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",197201,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",213169,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",225173,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",257705,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",237999,,
"NLD","Netherlands","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",244586,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",52540,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",54497,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",65760,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",63649,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",72608,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",74415,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",59790,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",58934,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",61026,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",64224,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",67959,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",79903,,
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",0,"m","Missing value"
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",0,"m","Missing value"
"NZL","New Zealand","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",53476,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",74019,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",71341,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",62163,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",62013,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",58390,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",54361,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",59954,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",57762,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",55249,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",58886,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",62972,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",62806,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",62226,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",62729,,
"NOR","Norway","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",61462,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",618265,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",637997,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",647383,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",665301,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",663156,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",646080,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",603817,,
